gene_name,log2FoldChange,pvalue
AC130415.1,0.081387147,0.968022091
AC079362.1,0.231788327,0.909122838
AC006517.1,0.081387147,0.968022091
AC124891.1,0.147840943,0.941967557
AC068993.1,0.707295414,0.729094014
SYT1,-0.169181621,0.316203422
NANOGP1,0.400262429,0.84389462
AC090709.1,0.108046674,0.951101257
AC007536.1,0.332459716,0.870055908
SLC2A3,1.146677911,9.36912E-09
AC027288.3,-0.758112356,0.162801882
AC027288.2,0.062205432,0.975561777
AC027288.1,-0.172011172,0.932520291
NOP56P3,0.291903577,0.885776036
PAWR,0.39644219,6.28314E-05
AC073569.2,0.437132962,0.468509067
PPP1R12A,0.143929206,0.10837823
AC073569.3,-0.06483316,0.974550659
PPP1R12A-AS1,-0.927103878,0.575385886
AC006511.1,-0.023172341,0.990902454
RPL7P38,0.064193326,0.97477968
AC078817.1,0.914598664,0.573908363
AC006511.4,0.36003764,0.855242616
HSPD1P12,0.349543967,0.863461707
AC006511.2,0.252344692,0.90031079
OTOGL,-0.536258209,0.22029371
FOXJ2,0.798454244,9.81823E-05
PTPRQ,-0.028554048,0.973892831
MYF6,-0.021601804,0.991512515
NECAP1,0.089334677,0.926656618
LIN7A,-0.560003958,0.018148581
AC006511.3,-0.786871097,0.685834592
AC006511.5,0.421447786,0.610093928
AC078886.1,-0.023512236,0.990760522
ACSS3,0.107680271,0.434094591
CLEC4A,0.467256018,0.818137434
PPFIA2,-0.481668545,0.448213989
PPFIA2-AS1,-0.399144827,0.844319557
POU5F1P3,-0.010986343,0.995687592
AC069228.1,-0.036776377,0.985555345
AC092111.3,0.281861746,0.889629676
ZNF705A,0.021803602,0.991438982
FAM66C,0.121302235,0.948418147
LINC02426,-0.035496992,0.986055986
DEFB109F,0.085684197,0.96633496
AC092111.2,0.085684197,0.96633496
AC092111.1,0.231788327,0.909122838
FAM90A1,-0.023512236,0.990760522
CCDC59,-0.264630616,0.254952851
ALG1L10P,0.291036351,0.886076798
FAM86FP,0.538815092,0.782592296
LINC02449,0.259040452,0.898551767
METTL25,-0.977532006,1.72666E-05
ENPP7P5,0.844880337,0.672225289
TMTC2,0.546027241,0.002665416
LINC00937,1.588214572,0.06667481
AC090680.1,-0.1254659,0.950770558
AC092745.2,1.040828974,0.565802407
AC092745.1,0.231788327,0.909122838
AC092745.3,-0.190200737,0.925423642
RPS3AP43,-0.067038286,0.973685047
AC092865.7,0.169449543,0.933490521
AC092865.6,0.081387147,0.968022091
AC087798.1,-0.265680278,0.896003408
CLEC6A,-0.156566136,0.938988137
AC092865.4,-0.128163653,0.949704409
SLC6A15,0.288112762,0.46690968
TSPAN19,-0.222707775,0.912724397
LRRIQ1,-0.198163611,0.481203622
CLEC4D,-0.227137863,0.911019467
SUPT4H1P2,0.182319282,0.928529267
ALX1,-0.946822901,0.067106881
AC131532.1,-1.022370477,0.582631981
AC126471.1,-0.225893044,0.911425108
AC137768.1,-0.02192059,0.99138705
RASSF9,-0.482547814,0.793321228
NTS,-0.107906429,0.938035258
MGAT4C,-0.285832272,0.249664659
HADHAP2,1.396707068,0.205606382
MFAP5,-0.208369121,0.597228778
AC010196.1,-0.028860094,0.988666761
AC092490.3,-0.529400949,0.794490121
RIMKLB,0.628943007,1.76798E-08
RPSAP51,0.388369474,0.848358804
A2ML1-AS1,0.358566802,0.832248629
AC079598.2,0.578612054,0.775913852
AC092490.1,0.199153775,0.638644926
RPS4XP15,0.085684197,0.96633496
C12orf50,-0.015874653,0.993763779
C12orf29,-0.979244241,0.000356939
CEP290,0.568946036,0.001807146
AC091516.1,0.259238587,0.898447491
TMTC3,-0.268647262,0.008205373
A2ML1-AS2,0.085684197,0.96633496
A2ML1,0.790505281,0.071368545
KITLG,-0.301987331,0.352928076
AC024941.2,-0.151689917,0.940500885
AC006581.2,1.197424989,0.063316205
AC024909.1,-0.848718399,0.455631665
PHC1,1.029183987,7.36854E-11
AC024909.2,-0.020208868,0.992060653
DUSP6,-0.773159487,0.334963296
AC024909.3,-0.022415942,0.99119208
AC010201.2,-0.075112631,0.970507387
M6PR,0.166769594,0.251977228
POC1B,0.578273364,0.000449905
CENPCP1,0.746690161,0.421809117
KLRG1,1.323078371,0.006464503
GALNT4,-0.106549513,0.928995345
POC1B-GALNT4,-0.038081455,0.971804714
POC1B-AS1,-0.132665869,0.934609876
AC025034.1,-0.090920932,0.964390165
ATP2B1,-0.058454627,0.639758152
ATP2B1-AS1,-0.246674841,0.873787289
MRPL2P1,0.234260965,0.908206219
AC084200.1,-0.153224243,0.823768839
BRWD1P2,-0.023512236,0.990760522
AC126178.1,0.029151084,0.988553184
LINC02392,-0.022415942,0.99119208
VDAC2P2,-0.101213719,0.960251351
LINC00612,-0.223745159,0.912323551
A2M-AS1,-0.289275311,0.886829894
A2M,-0.226581739,0.911221206
CCER1,0.511007111,0.801465561
LINC00615,-0.207755652,0.918508176
EPYC,-0.308006439,0.879476917
KERA,0.13200039,0.948212943
LUM,0.265709879,0.168152693
DCN,-0.502055398,0.343152876
RAD52,1.647247431,8.30547E-16
KRT17P8,0.075138483,0.970483504
BTG1P1,0.288447481,0.887052037
PZP,-0.113568564,0.955435518
TPT1P12,-0.347372765,0.864202951
LINC01619,0.712331546,0.17719148
BTG1,0.445723945,0.012700825
AC025164.2,-0.344956451,0.835938991
LINC02391,0.096804195,0.96199424
A2MP1,-0.407202705,0.432278471
PTMAP4,0.224643979,0.907738346
LINC00987,0.085684197,0.96633496
AC063949.2,-0.020691236,0.99187085
AC063949.1,0.157775714,0.938061829
EEA1,0.668572007,5.01795E-18
AC009533.1,1.667661188,2.72688E-16
AC026111.1,0.982818586,0.379627758
HNRNPA1P50,0.7485342,0.712699517
AC138123.2,-0.157663,0.672385237
AC138123.1,0.751514843,0.513472165
NACAP3,0.071204391,0.972020752
AC124947.1,0.785196643,0.675743417
NUDT4,-0.456262161,0.032719121
UBE2N,-0.221036866,0.052024417
MRPL42,-0.478160904,2.54373E-05
SOCS2-AS1,0.20573375,0.896356939
SOCS2,-0.789462023,0.196014518
AC012085.1,0.315432981,0.177288311
LINC02367,0.022370476,0.991216202
CRADD,0.392288541,0.090858839
AC012085.2,-0.179332685,0.929653104
AC012464.2,0.169449543,0.933490521
AC012464.1,0.081387147,0.968022091
AC012464.3,0.085684197,0.96633496
AC141557.1,0.785033606,0.570771357
AC123567.1,0.010134742,0.996021362
PLXNC1,0.088921421,0.923585398
DDX12P,1.441543177,4.68462E-09
AC073655.2,-0.208753806,0.918153127
CEP83,0.476505654,0.010313796
RBMS2P1,0.769203314,0.706431611
CEP83-AS1,0.181624242,0.928775787
AC092821.3,0.439857662,0.063100957
AC023161.2,0.055071884,0.97842092
SUCLG2P2,1.213268849,0.163941597
TMCC3,0.404684246,0.08316452
LSM3P2,0.807789939,0.488424169
AC092821.1,0.853842838,0.333538329
KRT19P2,-0.030107875,0.967990128
NDUFA12,-0.231411103,0.475075542
NR2C1,0.818123998,2.82736E-07
AC092821.2,0.218173261,0.914453913
FGD6,1.133932992,6.62891E-13
AC126615.2,-0.207755652,0.918508176
AC126615.1,0.454799443,0.822926978
VEZT,0.421932232,0.002957262
CBX3P5,0.730313489,0.718864572
AC084879.1,0.267610693,0.895238327
AC018475.1,0.490985913,0.7912673
METAP2,0.392028324,0.008951114
USP44,0.006220203,0.99757407
PGAM1P5,0.748633011,0.268205592
NTN4,0.364403687,0.414226395
AC090001.1,0.108540248,0.957401722
SNRPF,0.102839677,0.56923116
CCDC38,0.017924515,0.992962387
AMDHD1,0.208275902,0.918358842
KLRB1,0.14425827,0.94336829
HAL,0.400808037,0.844144825
LTA4H,0.259339899,0.139841163
ELK3,0.65873804,0.026350363
CDK17,0.736175265,2.41751E-05
AC125612.1,-0.11985386,0.95294027
GOT2P3,0.011163236,0.995638935
AC010186.4,-0.199369136,0.906467859
AC010186.1,-0.188093973,0.926209611
AC010186.2,-0.001134751,0.999080486
CFAP54,0.797265558,0.055756764
AC010186.3,-0.027367659,0.96454514
CLEC2D,0.267365952,0.012404768
EEF1A1P33,-0.197811618,0.922441093
NEDD1,-0.469697453,0.000462976
AC007068.1,1.590548669,0.001393431
AC007656.1,0.196668262,0.893928934
AC013417.1,0.398151687,0.844611205
LINC02390,-0.03252234,0.987228284
AC004803.1,0.952625602,0.632938275
RMST,-0.682731614,0.22236792
CD69,0.125396697,0.95077533
AC007424.1,0.34011149,0.867079875
AC016152.1,0.295007001,0.884517124
KLRF1,0.05838137,0.977070928
SLC9A7P1,1.231658798,0.390694085
LINC02453,0.124543435,0.951128896
TMPO-AS1,-0.03818018,0.984536428
TMPO,-0.486613685,0.001644746
AC013283.1,-0.207755652,0.918508176
SLC25A3,-1.158591299,1.10816E-07
IKBIP,0.641941176,0.001337678
APAF1,0.600903619,8.81375E-11
ANKS1B,0.709394515,1.65314E-05
AC008126.1,0.310473084,0.87290361
KLRF2,-0.129988959,0.948965444
CLEC2A,1.066101206,0.388050277
ERC1,1.107162467,3.94994E-31
CLEC12A-AS1,0.169449543,0.933490521
CLEC12A,0.071204391,0.972020752
CLEC1B,0.085684197,0.96633496
MIR8075,0.085684197,0.96633496
RNU1-16P,-0.072836129,0.9714066
MIR548AR,0.202292056,0.920658026
MIR4502,0.085684197,0.96633496
RN7SL166P,0.234314568,0.908189672
RNU2-7P,-1.18293993,0.531567127
SNORD27,0.071204391,0.972020752
RNY3P4,-0.225893044,0.911425108
SNORD102,-1.583714,2.27714E-07
SNORA27,-1.45750246,3.23077E-06
RNU6-73P,-0.109564449,0.957001096
RNU6-56P,-0.023971672,0.990579639
MIR320D1,0.157775714,0.938061829
MIR621,-0.092991031,0.963483258
RN7SL597P,-0.10526402,0.958691179
RN7SL515P,0.208714326,0.91815068
RN7SL49P,-0.06505191,0.974468088
SNORA31,-2.446572017,2.69366E-34
SNORA31,-1.572761588,6.24513E-06
RN7SL288P,-0.201297428,0.921110635
RN7SKP5,0.150160036,0.94105735
RNU2-6P,-1.906846483,0.003639887
RNY3P2,-0.02432812,0.990439294
MIR3613,-0.101213719,0.960251351
MIR16-1,0.050620179,0.980128273
MIR15A,-0.188093973,0.926209611
DLEU1_1,0.231788327,0.909122838
DLEU1_2,-0.099872906,0.960787664
RN7SL413P,-0.129988959,0.948965444
RNY4P24,0.085684197,0.96633496
RN7SL375P,0.224226596,0.912112647
RNY4P28,0.066619032,0.973831677
RNU6-80P,-0.11985386,0.95294027
RNU4-10P,-0.225893044,0.911425108
RN7SL810P,-0.249550565,0.902252572
MIR622,0.218191405,0.727020653
MIR17,-1.178697792,0.077793477
MIR18A,-1.923071814,0.00067851
MIR19A,-1.608638403,0.001035696
MIR20A,-0.820883962,0.621419168
MIR19B1,-1.715633748,0.215511941
MIR92A1,-0.571010652,0.695255094
MIR548AS,0.140319407,0.944914655
RN7SL585P,-0.023512236,0.990760522
RNY4P27,-0.207466582,0.918635636
RN7SL164P,0.157775714,0.938061829
RN7SKP8,-0.225893044,0.911425108
RN7SL60P,-0.1155662,0.954622153
RN7SKP9,-2.60974911,6.19679E-11
MIR623,0.28323177,0.889080227
ASNSP3,-0.023512236,0.990760522
AL355338.1,-0.039388361,0.984540442
PCCA,0.96827614,1.14388E-29
RPL15P18,-0.995805442,0.476341604
GGACT,-0.435029703,0.435725986
AL356966.1,-0.238572769,0.848671694
AL136526.1,0.172895188,0.932141697
RPS26P47,-0.265558137,0.896289059
TMTC4,0.685615036,3.16519E-06
COX5BP6,0.346634152,0.864480267
NALCN-AS1,0.415054511,0.27433317
NALCN,0.925722827,0.064613432
ITGBL1,0.222556304,0.902419311
FGF14,0.121531423,0.763685942
AL160153.1,0.071204391,0.972020752
HMGB3P7,0.165974466,0.934851074
FGF14-IT1,-0.275083501,0.892606619
FGF14-AS2,-0.189404077,0.9257515
TPP2,0.573684915,2.41698E-07
METTL21C,-0.100491703,0.960540262
CCDC168,0.34558451,0.864921274
TEX30,-0.68813662,0.362914755
KDELC1,0.129475662,0.883165663
BIVM,0.786189272,0.115797009
BIVM-ERCC5,0.803756967,0.000162044
ERCC5,0.806121125,0.006154945
METTL21EP,-0.534933721,0.792443272
DAOA-AS1,-0.339412346,0.867283946
LINC00343,-0.120759684,0.952590151
RPL35P9,-0.225893044,0.911425108
EFNB2,0.046532842,0.675281328
AL138689.1,-0.134161964,0.947472238
ARGLU1,0.87306417,8.62827E-18
LINC00551,0.33256209,0.869973039
LINC00443,0.085004104,0.966626398
ATP5G1P5,-0.040112445,0.984245153
FAM155A,0.640581107,0.107043973
AL445649.1,0.169449543,0.933490521
FAM155A-IT1,0.689322,0.577138619
LIG4,0.082021679,0.836557297
ABHD13,-0.2153894,0.291646788
TNFSF13B,-0.12417427,0.890385948
AL138694.1,-0.008353579,0.996718755
MYO16,0.105770026,0.806796686
MYO16-AS1,-0.086515441,0.966042016
AL161431.1,0.103945602,0.959210369
LINC00370,-0.019068753,0.992509208
IRS2,0.462907137,0.019707578
AL162497.1,-0.076646113,0.969920881
AL355974.2,0.031638774,0.987576411
COL4A1,0.919621925,0.001018661
AL161773.1,0.31597835,0.876379135
COL4A2,1.11156977,5.45509E-06
AL159153.1,0.224825317,0.911840602
COL4A2-AS2,-0.023971672,0.990579639
COL4A2-AS1,0.165974466,0.934851074
RAB20,1.228378901,2.29559E-05
AL139385.1,0.081387147,0.968022091
NAXD,0.460375661,0.027966699
CARS2,0.991478979,9.95275E-14
ING1,1.002268649,0.015877763
LINC00346,0.331202294,0.870557088
ANKRD10,-0.270210435,0.000398301
ANKRD10-IT1,-0.227674382,0.508925151
AL442128.2,-0.271245131,0.893813393
PARP1P1,0.427327143,0.447812342
LINC00431,-0.030192734,0.988146563
ARHGEF7,1.222595003,4.31601E-25
ARHGEF7-IT1,0.354648477,0.861400745
TEX29,-0.015773825,0.993629765
AL359649.1,-0.334584532,0.869184703
SOX1,0.294430421,0.884726444
SPACA7,0.31597835,0.876379135
TUBGCP3,0.549833111,0.000126531
AL139384.2,-0.347842124,0.864069464
ATP11AUN,-0.087491466,0.965650835
AL139384.1,-0.041409677,0.983742988
ATP11A,2.026675651,2.50524E-78
AL356752.1,0.294430421,0.884726444
MCF2L,1.830579148,0.001056108
AL356740.1,-0.023971672,0.990579639
MCF2L-AS1,0.071204391,0.972020752
AL356740.2,0.085684197,0.96633496
F10,0.083002403,0.967409828
AL137002.2,-0.02432812,0.990439294
PCID2,0.636768446,2.13275E-05
CUL4A,0.922359805,6.20525E-16
LDHBP1,0.361244682,0.858939474
LAMP1,0.697983739,3.8941E-08
GRTP1,1.901897504,3.14941E-14
AL136221.1,0.220923971,0.913379869
ADPRHL1,0.634816259,0.567356165
DCUN1D2,0.945173147,1.18571E-08
DCUN1D2-AS,-0.035496992,0.986055986
TMCO3,1.119329917,1.20662E-21
AL442125.2,0.631765685,0.755945712
AL442125.1,0.4432663,0.826364003
TFDP1,0.935881795,1.83529E-11
GRK1,-0.111379142,0.956262492
TMEM255B,0.130446415,0.948812027
GAS6-AS1,-0.018305709,0.992812907
GAS6,1.563020465,3.66525E-16
GAS6-AS2,-0.095241965,0.962608473
LINC00452,-0.225893044,0.911425108
FP565324.1,0.07024611,0.972407618
RASA3,1.996811074,0.068952179
AL160396.1,0.081387147,0.968022091
AL160396.2,-0.078212518,0.969293487
CDC16,0.391359311,0.00034663
UPF3A,1.103327318,0.007414494
CLCP2,-0.218632604,0.914259612
CHAMP1,0.338059915,0.375938948
RPL23AP97,-0.111379142,0.956262492
AL356585.4,0.314753428,0.876893015
AL356585.1,0.211709682,0.916978326
GGT4P,0.032803289,0.987115163
AL356585.2,0.323823102,0.858152641
SETD8P1,0.456184379,0.822407668
AL356585.3,0.062320242,0.97569848
ZNF962P,-0.242622581,0.904924534
FEM1AP4,0.218173261,0.914453913
TERF1P5,0.83493257,0.623610274
FAM207BP,0.143973455,0.94334304
CNN2P12,-0.035496992,0.986055986
CYP4F34P,0.257777329,0.899042437
SNX18P26,0.341134788,0.866643581
ANKRD20A9P,0.377508769,0.749960368
RHOT1P3,0.282302555,0.889489494
SNX19P2,-0.203436266,0.920277398
PHF2P2,0.437624731,0.669664592
TUBA3C,0.085684197,0.96633496
PSPC1P1,0.082250769,0.909770532
ANKRD26P3,0.226220022,0.879217499
MRPL3P1,0.262510323,0.862524774
PARP4P2,0.657433861,0.611772561
FAM58DP,-0.129988959,0.948965444
TPTE2,0.594729665,0.662534293
MRPS31P2,0.14913102,0.925398317
ESRRAP1,0.02517482,0.990114888
CASC4P1,0.195890596,0.923236104
MPHOSPH8,0.941507781,1.61059E-05
PSPC1,0.550960332,8.63741E-06
ST6GALNAC4P1,0.38631385,0.849151389
ZMYM5,0.677899533,0.000897151
AL355001.2,-0.334740019,0.869694011
ZMYM2,0.897743321,3.71798E-20
AL138688.2,0.064370182,0.974730371
GJA3,-0.169931135,0.933332541
GJB2,0.276938652,0.891607436
GJB6,0.29186714,0.885722677
CRYL1,1.077553693,0.291621587
AL590096.1,-0.023512236,0.990760522
IFT88,0.29901697,0.052854758
SLC35E1P1,0.216868613,0.915011588
AL161772.1,0.016814889,0.993399614
IL17D,0.108856775,0.902556288
EEF1AKMT1,0.600177894,0.328330294
RANP8,0.071204391,0.972020752
AL512652.1,-0.022162578,0.991291806
XPO4,0.212436633,0.101259244
CNOT4P1,0.071204391,0.972020752
HNRNPA1P30,0.456602082,0.797451136
RPSAP54,-0.311983096,0.394495991
LATS2,0.388512194,0.00679021
LATS2-AS1,-0.218632604,0.914259612
RPS12P23,-0.554271601,0.741789617
IPPKP1,0.241007086,0.90557479
SAP18,-0.184835789,0.4375026
SKA3,0.257066834,0.317393225
MRPL57,-0.649702436,0.332037046
ESRRAP2,-0.096304822,0.96220897
MIPEPP3,-0.055617046,0.974858094
LINC00539,0.136573843,0.946406746
GRK6P1,-0.08508125,0.959753047
GAPDHP52,0.071204391,0.972020752
ZDHHC20,0.211978628,0.058240485
ZDHHC20-IT1,0.157775714,0.938061829
HIST1H2BPS3,-0.021601804,0.991512515
MICU2,0.37806247,0.027903237
FNTAP2,-0.058910441,0.976882766
RPS7P10,-1.443259216,1.15556E-05
FGF9,-0.027675611,0.966641962
LINC00540,0.714832002,0.000118065
FTH1P7,0.3435952,0.115026253
IPMKP1,0.207365338,0.918736307
RFESDP1,0.01829069,0.992817023
LINC00621,-0.035663491,0.986000669
NUS1P2,-0.04641103,0.981877446
AL157931.1,-0.044600687,0.982484322
HMGA1P6,0.174721894,0.931498173
SGCG,1.207497414,0.000143011
TATDN2P3,-0.043821341,0.982795449
SDAD1P4,0.150160036,0.94105735
SACS,0.028386217,0.867585379
LINC00327,-0.25730043,0.899276541
LINC00352,0.071204391,0.972020752
TNFRSF19,0.077345595,0.593786499
MIPEP,0.569914657,4.33907E-06
PCOTH,0.177615834,0.930367669
C1QTNF9B,0.047701622,0.981269034
ANKRD20A19P,0.286178782,0.887972745
AL359736.1,1.110412825,0.118475178
SPATA13,1.088589716,0.131546138
SPATA13,0.042133081,0.983460255
IPO7P2,0.301168725,0.258281947
C1QTNF9,0.157775714,0.938061829
NUS1P3,0.075138483,0.970483504
LINC00566,-0.176605042,0.930711706
TPTE2P6,-1.05686006,0.032760977
PARP4,0.993969602,9.80011E-18
PSPC1P2,0.071204391,0.972020752
AL359538.1,-1.441043455,0.30944709
ATP12A,0.128964384,0.949395431
RNF17,-0.971076182,0.210182331
CENPJ,1.016444172,8.27608E-08
TPTE2P1,-0.673780435,0.021663684
AL354798.1,0.068313727,0.973189685
SLC25A15P3,0.157775714,0.938061829
RPL34P27,-1.22238935,0.130537623
AL590099.1,0.081387147,0.968022091
PABPC3,-0.14516478,0.177466714
AMER2,-0.179292648,0.914024868
LINC01076,0.231788327,0.909122838
RPL23AP69,0.071204391,0.972020752
MTMR6,-0.214716743,0.230549839
NUP58,-0.199047408,0.077265178
ATP8A2,0.105784373,0.676551955
SHISA2,-0.353623893,0.756836519
ATP8A2P3,-0.018651908,0.992676217
RNF6,-0.438611538,0.028761011
AL138966.2,0.202292056,0.920658026
THAP12P6,0.071204391,0.972020752
CDK8,0.764846889,7.06007E-22
WASF3,0.568213423,0.038808193
RPS3AP44,-0.040748637,0.983999779
GPR12,-0.188073727,0.926224701
AL160035.1,0.063327172,0.97512046
USP12,-0.157804639,0.284445783
USP12-AS1,0.085684197,0.96633496
USP12-AS2,-0.11985386,0.95294027
LINC02340,-0.916665421,0.157184315
RPL21,-1.081230187,1.62092E-10
RASL11A,-0.122374002,0.951990488
GTF3A,-0.316438792,0.164895642
MTIF3,0.290194324,0.553412344
LNX2,0.13569256,0.297985565
POLR1D,-0.13058607,0.271107935
AL136439.1,0.169449543,0.933490521
PLUT,0.030625413,0.98797163
ATP5EP2,-0.341743296,0.402216772
CDX2,-0.288809812,0.779378449
FLT3,0.948606132,0.384853623
CHCHD2P8,0.071204391,0.972020752
PAN3-AS1,0.421336535,0.835705043
PAN3,0.405678855,0.00040919
EEF1A1P3,0.115048209,0.954909054
FLT1,1.765218648,0.000601867
AL139005.1,0.081387147,0.968022091
EIF4A1P7,0.72682203,0.720710117
POMP,-0.019086533,0.923834256
SLC46A3,-0.114776586,0.955155149
CYP51A1P2,-0.176534922,0.667733071
MTUS2,0.885735203,0.033908616
MTUS2-AS1,0.042228564,0.983427865
SLC7A1,1.25505572,8.45035E-10
UBL3,-0.074911583,0.524389718
LINC00572,0.085684197,0.96633496
KATNAL1,0.598161287,0.055020096
PRDX2P1,1.391451345,0.298316796
LINC00426,0.014265491,0.994401867
LINC01058,0.154204837,0.939474708
UBE2L5P,0.116246275,0.95428498
HMGB1,0.068283166,0.652124118
RBM22P2,0.478254639,0.813888844
MFAP1P1,0.081387147,0.968022091
PTPN2P2,0.555907278,0.785322507
USPL1,1.200319022,2.25228E-05
ALOX5AP,-0.066813191,0.973744548
TEX26-AS1,-0.149749535,0.941235886
LINC00545,0.063327172,0.97512046
MEDAG,-0.002143475,0.999158432
TEX26,0.205931037,0.919238141
WDR95P,-0.04302937,0.983097687
HSPH1,1.484067045,2.54701E-08
B3GLCT,0.411922296,0.026423426
ANKRD26P4,-0.129013171,0.949368416
RXFP2,-0.091752419,0.963970053
EEF1DP3,0.198903484,0.920414528
LINC01073,-0.207755652,0.918508176
FRY-AS1,0.127511365,0.949938502
FRY,0.627602395,0.075817777
ZAR1L,0.12907153,0.949348113
BRCA2,-0.251433081,0.098782511
IFIT1P1,0.435379216,0.830303532
N4BP2L1,0.506329779,0.393485815
AL137247.1,0.406306997,0.842198939
N4BP2L2,0.49325465,5.51013E-09
N4BP2L2-IT2,0.223358731,0.90028799
PDS5B,0.5174789,1.92806E-05
AL138820.1,0.066633906,0.971779837
KL,0.21005822,0.881617176
STARD13,0.235521467,0.593083726
STARD13-IT1,0.735690965,0.707593634
STARD13-AS,0.155134944,0.939143972
AL139383.1,-1.109274665,0.0713976
RFC3,0.181661938,0.380821541
AL161891.1,0.203909063,0.915104376
LINC02343,2.363392608,0.074970826
LINC00457,-0.027176553,0.989330023
AL161716.1,0.211709682,0.916978326
NBEA,-0.070865202,0.750275967
SCAND3P1,-0.032750924,0.987134275
PHBP13,0.081387147,0.968022091
MAB21L1,-0.027593105,0.989162962
DCLK1,0.558328693,0.263954103
SOHLH2,0.234834575,0.905517166
CCDC169-SOHLH2,0.417809222,0.272436271
CCDC169,0.449488787,0.326200684
SPART,0.128194525,0.353100559
SPG20-AS1,-0.281525314,0.85667638
CCNA1,-0.029756709,0.988312135
SERTM1,0.008455507,0.996679638
RFXAP,0.390167262,0.336264419
SMAD9,0.065201706,0.80831679
LAMTOR3P1,-0.113043696,0.955652196
EIF4A1P5,-0.190305881,0.925342998
ALG5,0.048994051,0.720812177
EXOSC8,0.422036897,0.103714128
SUPT20H,-0.169075708,0.168844478
CSNK1A1L,0.246737707,0.846931072
POSTN,-0.095747184,0.694427782
TRPC4,-0.289397371,0.55969838
LINC02334,0.285847648,0.888062918
HSPD1P9,0.238636457,0.906450999
LINC00571,0.875884622,0.000235502
UFM1,-0.546416235,2.21163E-05
AL356863.1,0.172895188,0.932141697
PRDX3P3,-0.11985386,0.95294027
FREM2,-0.166355399,0.040390181
STOML3,-0.11985386,0.95294027
PROSER1,-0.164120883,0.43429495
NHLRC3,0.387401839,0.072330875
AL354809.1,0.162222832,0.929481939
LHFPL6,-0.029737764,0.886394142
COG6,-0.359038049,0.009806593
LINC00598,0.866652902,0.00505217
FOXO1,0.579286961,2.17601E-08
RLIMP1,0.389716864,0.847902497
MRPS31,0.688179856,0.003484245
SLC25A15,-0.262289154,0.68812818
TPTE2P5,0.845279802,1.92816E-05
CYCSP34,-0.218632604,0.914259612
SUGT1P3,0.774307377,0.075640862
ELF1,0.19632079,0.242892799
RGS17P1,0.410055382,0.840044552
WBP4,0.093349053,0.697716491
KBTBD6,-0.692403419,0.116126658
AL354696.2,0.694865261,0.266502643
CALM2P3,1.135676517,0.057193917
KBTBD7,-0.346548635,0.382181735
MTRF1,0.328095727,0.261149039
AL354696.1,-0.101213719,0.960251351
RAC1P3,0.071204391,0.972020752
NAA16,0.90788999,7.84854E-12
TUBBP2,-0.11703055,0.954076413
RGCC,-0.428063251,0.833307828
VWA8,0.286483071,0.707486112
KARSP1,-0.450854536,0.825474311
VWA8-AS1,-0.144778836,0.943195726
DGKH,0.880201778,0.001162662
MAPK6PS3,-0.712769538,0.685369664
FHP1,-0.593930437,0.705027166
AKAP11,-0.099884024,0.421030137
LINC02341,0.39310974,0.846531702
TNFSF11,0.157775714,0.938061829
EPSTI1,0.776385917,6.25579E-08
ZDHHC4P1,0.081387147,0.968022091
DNAJC15,1.178340604,1.53979E-23
ENOX1,0.499745477,0.155164906
CCDC122,-0.24695373,0.426542414
AL512506.1,-0.028162317,0.98893927
LACC1,0.550846103,0.732233132
AL512506.3,0.300184927,0.736687924
AL512506.2,-0.079535378,0.968776163
LINC00284,0.439725855,0.731342423
DGKZP1,0.40076753,0.760214892
LINC00390,0.085684197,0.96633496
SMIM2-AS1,-0.020492066,0.9919539
SERP2,0.207470429,0.918697341
TSC22D1,0.693082468,1.02802E-09
AL139184.1,-0.099500847,0.960929619
TSC22D1-AS1,0.049601746,0.980528924
SMARCE1P5,1.272819104,0.376026027
LINC00407,0.129101958,0.94935615
AL356515.1,0.071204391,0.972020752
NUFIP1,0.143685444,0.512473428
AL359706.1,0.430048727,0.8324374
GPALPP1,0.094760041,0.524368177
GTF2F2,0.712643903,2.32518E-07
AL138963.2,0.221794456,0.91302393
TPT1,-1.212496757,1.44214E-14
AL138963.3,-0.207755652,0.918508176
TPT1-AS1,1.973187656,2.33491E-20
AL138963.1,0.508690988,0.802285667
RCN1P2,1.603044991,2.67693E-07
SLC25A30,0.249754905,0.615131375
SLC25A30-AS1,0.071204391,0.972020752
COG3,0.087295113,0.395367158
ERICH6B,0.133117299,0.948001267
LINC01055,-0.023971672,0.990579639
SPERT,0.071204391,0.972020752
SIAH3,0.13860704,0.945610824
ZC3H13,0.14435345,0.236055863
CPB2-AS1,-0.570220083,0.771274597
CPB2,-0.213001829,0.916505676
AL137141.1,-0.02432812,0.990439294
LCP1,0.104562721,0.537293737
LRRC63,1.495405862,0.009559653
FAM206BP,0.183470687,0.928046342
RUBCNL,0.087041358,0.764629375
PPP1R2P4,0.366135871,0.85698224
LINC01198,-0.011832349,0.995355356
AL138686.1,-0.114892687,0.954928139
COX17P1,0.008124568,0.996810235
LRCH1,0.456323763,1.33922E-06
AL359880.1,0.030625413,0.98797163
ESD,-0.715803736,0.000804539
NAP1L4P3,1.14382197,9.80114E-06
AL138962.1,0.071204391,0.972020752
LINC00562,-0.019280674,0.992426661
SUCLA2,-0.126680258,0.447094701
NUDT15,-0.61924292,0.077899415
AL158196.1,0.119787521,0.952971752
MED4,0.153987469,0.336923485
